contents,star,agree,date
"Impressed I enjoy this app. It will plan your week out with workouts, food, and meditation. I just started a month ago and it has shown good results. I am learning to love heathy food again.",5,0,2021-02-16 00:48:35
The content is great but something in the app has changed recently and workouts no longer complete when finished. The loading symbol cycles forever.,4,1,2021-04-18 09:40:37
"My wife purchased this app and instead of taking a monthly payment they took the whole years payment in one and when questioned about it she was told tuff there is nothing you can do about it, and they blocked her from leaving a review. Please please don't get ripped off like us.",1,18,2021-02-18 22:10:00
"I have Rheumatoid Arthritis so I have to changed some routines to adapt to my condition. But I love it. It keeps me moving. My husband is doing it too. We are both at beginner level. It is hard, but awesome.",5,0,2020-05-19 08:33:59
"This is by far the best program I have ever done! While I was pregnant with my last child I did MA30 and it was good. But this pregnancy I needed something more custom to me. Which this Centr program offers, from workouts, to meals custom to your diet and meditation and sleep exercises! I highly recommend!!!",5,0,2020-05-19 00:12:48
"I LOVE this app! It's intuitive, user friendly, and the content is beyond any other health and wellness app I've ever used and I have used a LOT of them in the past. I highly recommend this app to anyone who wants to have a balanced healthy lifestyle. All the tools are here.",5,1,2022-12-20 11:11:07
"Good but cool downs are the same and not actually cool downs more often than not, and workouts cannot be downloaded for offline use. Whilst I can record my screen and do it seems a simple fix",3,1,2021-03-09 07:11:46
"Great for getting in shape without going to the gym. The meditation and nutrition stuff isn't for me, but isn't too intrusive. Would love more no-equipment workouts.",4,0,2020-06-13 04:06:19
"What I love about Centr is I don't have to think. A lot of people always want to get in shape, get healthy and so on, but usually get sidetracked by their very real lives as they let those goals become a passing day fantasy. If you know how to train, eat and stay healthy, you probably don't need this app, BUT if you're someone whose always lost in how to get from A to B, this is probably going to change your life over the months, and you down the road is totally worthy of that transformation.",5,11,2020-04-07 23:21:15
"""As outlined in our Terms & Conditions, we are unable to issue refunds for unused subscription periods, accidental purchase, late cancelation or any other similar event."" There's a difference between 'unable' and 'unwilling'. You should learn to distinguish between the two.",1,83,2021-06-03 20:36:44
I enjoy the app and the workouts but don't quite understand / trust the nutrition facts for the recipes. They seem to be different based on male or female gender which doesn't make much sense to me personally.,3,0,2022-01-22 08:30:18
"Ugh. App stopped working, and I lost all progress after reinstall. Not sure I can trust a subscription with this app, if it's not stable :( I like the exercises though, so it's a shame",1,4,2020-05-15 21:41:37
"This app alone has helped me tremendously. I have a previous knowledge of the gym, but this really amplified my workouts, kept me motivated with fresh techniques, and honed in on my diet. Brilliant.",5,0,2022-03-26 23:29:57
Absolutely love the trainers. They make you feel like you are in the same room as they are during the workout. I'm currently doing the second 6 week program this year. I love the fact that I can easily complete the workouts at home and can swap out the daily workout if I don't have the equipment.,5,0,2020-06-15 11:22:08
"Great fitness app, trialled it during the uk lockdown got way more out of this than other fitness apps. Workouts are hard and the coaches make you want to complete them!",5,0,2020-05-26 16:05:08
"Workouts are great and the recipes are delicious! The next day after one of these workouts, you'll feel the burn in spots you weren't even aware you were working. Lots of variety and options for no equipment as well as low impact modifications that don't make you feel less than.",5,0,2022-09-11 02:38:41
"If you are unsure how to navigate everything offered, just go through the beginner program for 6 weeks and it'll set you up. App is the best one out there",5,0,2021-04-12 18:04:06
Great app. Would be good if you could record previous weights for each exercise and have some progress charts also over time.,5,1,2020-10-14 21:10:39
"This app is fantastic. The range of meditations, recipes, and exercises is great, with new things being added all the time. :)",5,0,2022-06-10 12:38:12
"Love Centr workouts. The app is easy to navigate. The recipes on here are so good and fairly quick to make. The workouts vary from yoga, HIIT, boxing, MMA, etc. Best workout app!",5,2,2020-06-16 17:07:16
"This app is boring & the voice overs make it super cheesy. There are so many fitness apps and streaming programs that are waaaayyy better than Centre. If I could give it 0 stars I would. Also, if you sign up and try to cancel they keep all of your $100+...Dont know what's worse, the app or the service. Seriously, don't bother. I'm absolutely convinced any positive reviews are as phony as this app is.",1,1,2022-02-10 23:35:58
"I love how I can do a solid, intense workout in 25mins. I feel stronger only after 1 week. Haven't really done too many meals but the smoothies, meditations and coached workouts are amazing!",5,1,2020-04-15 22:16:45
